123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
123;2017-06-22;11:28;123456;1;1;1;'C';88;0;2017-06-22;11:30
